route_id,direction_id,stop_1,stop_2,distance_m,llm_explanation
14903,0,Old Firehouse Rd @ Maple St,Maple St @  Water St,115.42,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14903,0,New Haven Rd @ Bowman Dr,Bowman Dr @ opp Kingdom Hall,99.61,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14903,1,Bowman Dr @ opp Kingdom Hall,Brookside Rd @ Kingdom Hall,40.03,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14903,1,Bowman Dr @ opp Kingdom Hall,New Haven Rd @ Horton Hill Rd,117.34,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14903,1,Brookside Rd @ Kingdom Hall,New Haven Rd @ Horton Hill Rd,87.36,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14903,1,Maple St @ Water St,Old Firehouse Rd @ Maple St,103.86,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14903,1,N Church St @ Park Pl,Old Firehouse Rd @ Franklin Court,99.61,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14904,0,Old Firehouse Rd @ Maple St,N Church St @ Maple St,93.95,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14904,0,Bridge St @ opp Brennan St,Spring St @ Bridge St,118.05,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14904,0,Spring St @ Hop Brook Condo,Multimetal Factory @ Spring St,84.13,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14904,1,Multimetal Factory @ Spring St,Spring St @ 464 Spring St,78.36,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14904,1,Spring St @ Bridge St,Bridge St @ Brennan St,122.32,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14907,0,State St @ Meriden Transit Center,Colony St @ Meriden RR Stn,79.98,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14907,0,Colony St @ Colony Pl,Kensington Ave @ Colony St,66.74,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14907,0,Kensington Ave @ Idle Ln,Kensington Ave @ Fair St,106.08,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14907,1,W Main St @ opp Goodwill Ave,W Main St @ Cook Ave,84.81,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14908,0,Broad St @ Camp St,Yale Acres Rd @ Broad St,70.4,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14908,0,N Broad St @ Twiss Ave,Sherman Ave @ Broad St,104.59,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14908,0,Sherman Ave @ Warren St,Warren St @ Britannia St,116.72,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14908,0,Warren St @ Britannia St,Griswold St @ Britannia St,110.56,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14908,1,Griswold St @ Cambridge St,N Colony St @ opp Griswold St,105.58,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14908,1,Center St @ Lake St,Camp St @ Center St,107.19,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14909,1,Hanover St @ Columbus Ave,Hanover St @ Orange St,85.7,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14910,1,W Main St @ N 3rd St,W Main St @ N 2nd St,116.25,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14910,1,W Main St @ Linesley Ave,W Main St @ opp Goodwill Ave,75.87,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14910,1,W Main St @ opp Goodwill Ave,W Main St @ Cook Ave,84.81,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14911,0,E Main St @ Paddock Ave,Paddock Ave @ Wilson Ave,111.2,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14911,0,Rushford Ctr @ Paddock Ave,Murdock Ave @ Paddock Ave,103.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14918,0,Arch St @ opp W Pearl St,Grand St @ Prospect St,109.8,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14918,0,Linwood St @ opp Highland St,Linwood St @ Hart St,121.24,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14918,0,Kensington Ave @ Opp Learning Experence,Kensington Ave @ Learning Exerence,28.66,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14918,1,Linwood St @ Hart St,Linwood St @ Highland St,101.13,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14918,1,Grand St @ Opp Prospect St,Arch St @ W Pearl St,117.2,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14919,0,W Main St @ opp Liberty St,Lincoln St @ Lincoln Ct,124.83,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14919,0,Broad St @ Emmett St,Emmett St @ Broad St,111.39,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14919,1,South St @ Willis St,South St @ Seymour St,113.74,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14919,1,E Main St @ Crown St,E Main St @ Hough St,120.6,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14919,1,Lincoln St @ Lincoln Ct,W Main St @ Liberty St,105.55,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14920,0,W Main St @ Newfield Ave,W Main St @ Homestead Ave,99.04,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14920,0,Corbin Ave @ Belmont St,Corbin Ave @ Sterling St,95.24,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14920,1,W Main St @ Holmes Ave,W Main St @ Woodruff Ct,83.45,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14920,1,W Main St @ Lexington St,Grove Hill St @ W Main St,96.92,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,0,Broad St @ Grove St,Broad St @ Horace St,96.44,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,0,Broad St @ Booth St,Broad St @ Opp Curtis St,120.4,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,0,Burritt St @ Miller St,Burritt St @ Hayes St,118.71,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,0,Burritt St @ 699 Burritt St,Osgood Ave @ Lucyan St,92.1,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,0,Corbin Ave @  Governor St,Corbin Ave @ Heather Ln,107.35,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,0,Corbin Ave @ Opp Walker Rd,Corbin Ave @ Yew Pl,102.33,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,0,Corbin Ave @ Yew Pl,Horseplain Rd @ The Jefferson House,117.33,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,0,Skipper St @ Scarlett Dr,Scarlett Dr @ Slater Rd,116.1,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,0,Scarlett Dr @ Slater Rd,Slater Rd @ Adele Rd,123.39,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,0,Stonegate Rd @ 51 Stonegate Rd,Marwood Dr @ 25 Marwood Dr,79.76,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,0,Stonegate Rd @ 51 Stonegate Rd,Marwood Dr @ 17 Marwood Dr,122.91,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,0,Marwood Dr @ 25 Marwood Dr,Marwood Dr @ 17 Marwood Dr,119.7,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,1,Marwood Dr @ 17 Marwood Dr,Marwood Dr @ 5 Marwood Dr,98.19,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,1,Osgood Ave @ opp Lucyan St,Burritt St @ Sacred Heart Cemetery,62.68,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,1,Burritt St @ opp Hayes St,Burritt St @ 532 Burritt St,104.88,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,1,Burritt St @ 348 Burritt St,Burritt St @ Clinton St,118.96,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14921,1,Burritt St @ Myrtle St,Myrtle St @ Burritt St,53.37,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,0,Farmington Ave @ Ward St,Farmington Ave @ Concord St,122.05,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,0,Farmington Ave @ Concord St,Farmington Ave @ opp Hayes St,74.06,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,0,Farmington Ave @ opp Osgood Ave,Farmington Ave @ opp Richmond Ave,98.88,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,0,Farmington Ave @ Fribbieb Dairy Barn,Farmington Ave @ Alexander Rd,111.54,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,0,Fienemann Rd @ Farm Springs Rd,Farm Springs Rd @ Otis Elevator,105.52,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,0,Fienemann Rd @ Farm Springs Rd,Farm Springs Rd @ Otis Elevator,90.66,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,0,Farm Springs Rd @ Otis Elevator,Farm Springs Rd @ Otis Elevator,20.19,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,0,Farm Springs Rd @ 5 Farm Springs Rd,Farm Springs Rd @ UPC Fire Security,102.49,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,0,Farm Springs Rd @ 5 Farm Springs Rd,Farm Springs Rd @ The Hartford Ins,94.4,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,0,Farm Springs Rd @ 5 Farm Springs Rd,Farm Springs Rd @ 4 Farm Springs Rd,30.7,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,0,Farm Springs Rd @ UPC Fire Security,Farm Springs Rd @ The Hartford Ins,22.06,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,0,Farm Springs Rd @ The Hartford Ins,Farm Springs Rd @ 4 Farm Springs Rd,116.42,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,1,Farmington Ave @ Slater Rd,Farmington Ave @ 950 Farmington Ave,115.82,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,1,Farmington Ave @ opp Lewis Rd,Farmington Ave @ Yeaton St,102.41,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14922,1,Farmington Ave @ Richmond Ave,Farmington Ave @ Osgood Ave,118.73,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Main St @ Lee St,North St @ opp Sexton St,106.3,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,North St @ opp Tremont St,North St @ opp Erwin Pl,103.07,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Oak St @ Lasalle St,Oak St @ 253 Oak St,124.12,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Oak St @ 253 Oak St,Oak St @ Allen St,121.14,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Oak St @ Allen St,Allen St @ Dudley St,75.01,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Allen St @ Dudley St,Carlton St @ Allen St,123.91,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Carlton St @ opp Cranston Ter,Carlton St @ Stratford Rd,113.59,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Carlton St @ Commonwealth Ave,Commonwealth Ave @ Carlton St,47.64,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Carlton St @ Eddy Glover Blvd,Eddy Glover Blvd @ opp Seneca St,101.65,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Eddy Glover Blvd @ opp Commonwealth Ave,Eddy Glover Blvd @ Commonwealth Ave,64.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Eddy Glover Blvd @ opp Commonwealth Ave,Commonwealth Ave @ Eddy Glover Blvd,70.92,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Commonwealth Ave @ Mcclintock St,McClintock St @ Eddy Glover Blvd,87.11,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Commonwealth Ave @ Mcclintock St,Eddy Glover Blvd @ Hawthorne St,91.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,McClintock St @ Eddy Glover Blvd,Eddy Glover Blvd @ Hawthorne St,92.78,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Eddy Glover Blvd @ Commonwealth Ave,Commonwealth Ave @ Eddy Glover Blvd,61.45,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,0,Commonwealth Ave @ Stanley St,Stanley St @ C C S U,82.46,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Stanley St @ A W Stanley Park,Stanley St @ Stanley Woods Condo,113.34,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Stanley St @ opp C C S U,Commonwealth Ave @ Stanley St,53.51,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Carlton St @ Eddy Glover Blvd,Eddy Glover Blvd @ opp Seneca St,101.65,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Eddy Glover Blvd @ opp Commonwealth Ave,Eddy Glover Blvd @ Commonwealth Ave,64.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Eddy Glover Blvd @ opp Commonwealth Ave,Commonwealth Ave @ Eddy Glover Blvd,70.92,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Commonwealth Ave @ Mcclintock St,McClintock St @ Eddy Glover Blvd,87.11,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Commonwealth Ave @ Mcclintock St,Eddy Glover Blvd @ Hawthorne St,91.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,McClintock St @ Eddy Glover Blvd,Eddy Glover Blvd @ Hawthorne St,92.78,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Eddy Glover Blvd @ Commonwealth Ave,Commonwealth Ave @ Eddy Glover Blvd,61.45,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Commonwealth Ave @ Carlton St,Carlton St @ Commonwealth Ave,29.16,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Carlton St @ Stratford Rd,Carlton St @ Cranston Ter,109.48,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Allen St @ Carlton St,Allen St @ Oak St,122.73,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Allen St @ Oak St,Oak St @ Allens St,60.79,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Oak St @ North St,North St @ Erwin Pl,114.48,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14923,1,Main St @ opp Lee St,Main St @ Lafayette St,116.42,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
14924,0,E Main St @ CTfastrak,E Main St @ opp Cottage Pl,107.14,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
